gene_name	C1	C2	C3	M1	M2	M3	FatBodyHet_1	FatBodyHet_2	FatBodyHet_3	FatBodyMut_1	FatBodyMut_2	FatBodyMut_3
Mtpalpha	3967	4056	4175	3939	6143	4097	7417	6349	6167	3298	4627	4266
CG31709	0	0	0	0	1	0	0	0	0	0	0	0
gcm	1	6	5	0	6	4	0	0	0	0	0	0
lncRNA:CR43621	0	0	0	0	0	0	0	0	0	0	0	0
CG3841	257	168	270	247	342	205	0	0	0	0	0	0
CG4382	0	0	0	0	0	0	0	0	0	0	0	0
gcm2	5	4	1	2	3	2	0	0	0	0	0	0
Trx-2	4944	4623	4703	6368	8561	5893	4352	4110	3446	4836	7083	7041
GlcAT-S	132	119	111	89	184	105	47	32	51	58	43	57
CG31882	2	1	0	0	0	0	0	0	0	0	0	0
Apoltp	4371	6319	5008	2827	7806	5334	26113	19106	31562	31986	27039	27206
CG33299	0	0	0	2	0	0	0	0	1	0	0	0
lncRNA:CR46208	2	1	0	4	2	0	0	0	0	0	0	0
lncRNA:CR44150	8	16	2	2	9	6	0	0	0	0	0	0
Pka-C1	2782	2593	2720	1662	4050	2516	550	496	651	641	549	651
hoip	1097	1260	1003	1304	1959	1688	2415	2822	2074	1729	2464	2346
pelo	636	633	612	514	1038	726	1084	1073	956	855	922	1021
CG31710	108	113	134	107	172	88	23	36	19	44	59	83
CG4364	1993	2045	1807	2164	3524	2775	3045	3179	2579	2726	3254	3506
Nckx30C	208	326	206	135	429	337	0	0	0	3	1	0
CG13116	2	6	2	0	0	0	0	0	0	0	0	0
CG13117	42	55	52	58	102	56	0	2	4	0	3	3
Cyp4e3	8	3	8	4	1	3	2	0	4	0	0	2
zf30C	363	370	377	366	655	431	256	239	315	230	212	309
Taf11	128	107	96	118	181	115	92	96	76	72	111	86
und	1545	1666	1549	1836	2761	2102	1728	1836	1448	1520	1678	1796
ppk18	0	3	0	0	4	3	0	0	1	9	6	4
CG4017	39	41	58	20	34	1	0	0	2	0	0	1
CG17633	3711	2513	4064	5075	6639	3771	0	1	0	0	0	0
ppk16	0	0	0	0	0	0	0	0	0	0	0	0
ppk11	0	0	0	0	0	0	0	0	0	0	0	0
IP3K1	330	261	274	301	599	376	417	530	431	1267	1256	1410
hpRNA:CR18854	2331	2356	2777	2954	5229	3389	2091	3047	3153	2124	3058	3195
CG4036	134	154	149	167	275	204	255	200	196	135	227	222
CG13123	19	33	26	20	62	36	14	15	10	11	17	18
nAChRalpha6	69	112	72	40	114	76	0	1	0	3	0	0
lncRNA:CR43766	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44701	0	0	0	0	0	0	0	0	0	0	0	0
Fkbp59	2052	2273	2153	2304	3974	2592	2838	2529	2591	2849	3323	3825
CG34183	59	72	63	65	118	81	45	34	27	30	60	51
CG4537	42	38	30	49	55	44	16	14	23	25	28	59
mtDNA-helicase	176	145	141	157	276	193	252	310	171	145	189	229
Uhg2	243	332	298	281	434	416	495	454	398	306	389	481
snoRNA:U14:30Eb	1	11	8	10	11	4	2	4	1	2	0	0
snoRNA:U14:30Ea	2	5	9	1	9	6	0	4	3	0	0	2
snoRNA:Me18S-G1620	2	0	8	2	3	4	5	0	1	0	3	0
snoRNA:Me18S-A1576	10	7	8	14	12	5	9	14	9	12	13	9
Bka	162	176	118	136	240	170	217	249	195	132	213	243
RpS2	22559	23646	23054	30728	42711	31520	39272	41056	30982	29325	38781	39569
Muc30E	0	0	0	0	0	0	0	0	0	0	0	0
CG13124	1300	1176	1344	1271	2490	1804	100	106	128	135	169	140
Etl1	406	390	409	392	666	485	368	300	320	264	351	382
Srp54	591	663	662	662	1161	769	472	516	391	413	487	503
yip2	4317	4788	4487	3364	4209	2890	8495	6613	7746	301	498	333
CG5885	4283	4806	4591	4726	6905	4211	5218	5109	4984	2571	3160	2874
CG4598	1177	1285	1244	1396	2031	1317	2039	1756	1623	1428	1775	1811
CG4594	554	751	612	719	1300	769	796	327	503	443	593	669
CG4592	498	483	489	630	969	649	407	335	347	387	557	552
TbCMF46	1	0	1	4	0	0	0	0	0	0	0	0
CG42366	0	1	1	3	3	2	0	0	0	2	0	1
CG42367	0	0	0	0	0	0	0	0	0	0	0	0
Cpr30F	68	145	33	3	2	1	0	0	0	0	0	0
CG31712	395	440	326	339	617	373	273	169	214	212	300	294
asRNA:CR45007	3	5	8	1	10	8	5	4	1	3	9	5
Apf	164	160	194	215	284	187	131	142	96	124	173	177
CG4619	535	592	500	529	930	675	856	914	757	675	803	1058
CG5853	2521	2140	2218	2190	3598	2157	295	759	106	834	950	1399
lncRNA:CR45949	10	4	10	8	12	10	4	8	2	1	10	3
mir-87	0	0	0	0	0	0	0	0	0	0	0	0
CG13126	255	276	262	276	472	312	437	461	289	466	545	578
CG4709	91	90	86	111	129	109	55	68	89	85	96	134
CG5846	61	41	53	78	95	72	45	33	31	37	55	34
CG4658	511	433	482	528	912	565	158	155	191	191	195	205
asRNA:CR44872	0	0	0	0	0	0	0	0	0	0	0	0
CG5850	597	628	593	422	885	584	518	542	592	566	576	677
asRNA:CR43683	0	2	0	0	1	0	1	6	0	3	0	0
Dref	583	581	531	507	893	558	587	552	337	287	414	623
RpL13	10881	10930	10246	15676	21373	15705	17504	19574	12462	17442	20006	20793
lncRNA:CR13130	0	0	0	0	0	1	0	0	0	0	0	0
bib	25	19	14	7	34	8	0	0	1	0	0	2
CG31875	29	17	19	22	37	20	1	10	10	16	10	19
SoYb	23	27	29	32	84	49	0	4	30	24	0	5
Ndf	2588	2828	2569	2173	4097	2880	2970	2847	2626	2117	2544	2779
asRNA:CR44873	0	0	0	0	0	0	0	0	0	0	0	0
Trp1	2227	2444	2412	1645	3096	1857	3195	3024	2950	2445	3020	3143
CG13131	0	0	0	0	0	0	0	0	0	0	0	0
CG13127	0	0	0	0	0	0	0	0	0	0	0	0
obst-B	297	487	291	417	564	680	0	0	5	13	21	32
CG33301	662	686	605	1316	2035	914	411	310	245	7023	10571	7063
lncRNA:CR44874	8	12	10	21	28	17	24	29	8	113	149	122
lncRNA:CR44875	0	0	0	0	0	0	0	0	0	0	0	0
Cpr31A	429	722	498	846	1355	922	2	3	1	1	0	5
Pen	377	493	423	330	653	315	10	49	166	146	17	73
Spn31A	120	90	126	114	171	114	3	1	3	2	0	0
CG44153	26	25	14	19	49	12	0	1	1	0	6	0
CG13133	18	8	10	9	16	19	0	0	0	0	0	1
CG34109	1	0	1	0	0	0	0	0	0	0	0	0
CG13135	2127	5540	3374	3019	1071	1558	39	34	24	16	61	264
CG4839	623	591	562	418	853	498	3	0	0	0	0	11
CG13137	0	0	0	0	0	0	0	0	0	0	0	0
Sur	175	123	105	114	206	154	10	15	28	29	25	15
Fum4	0	3	1	0	4	2	0	0	0	0	0	0
Ripalpha	92	81	70	101	142	95	58	80	89	53	45	85
RpL7	19043	18183	18712	25145	36313	24738	24265	27740	20907	26316	25435	28444
CG34159	261	304	319	385	543	374	220	188	188	152	229	262
CG5734	287	290	297	283	522	348	374	398	414	362	404	460
CG5731	72	65	94	91	161	107	2	0	0	3	0	0
lncRNA:CR44845	2	1	4	4	23	9	0	0	0	0	0	0
CG5727	84	76	74	56	113	53	32	34	43	36	57	41
CG4901	321	333	282	275	519	362	387	393	360	265	367	330
Npc1a	845	1046	860	619	1296	794	258	227	293	170	277	294
Prosalpha6	2047	1953	2018	2265	3747	2423	2536	2431	2033	2641	3250	4206
CG4908	398	416	354	471	726	497	497	499	349	447	402	572
CG5708	294	287	280	241	435	248	208	196	216	241	237	266
ova	286	273	283	271	492	349	216	214	252	193	220	224
eEF1delta	4779	5500	5517	5006	8496	5726	7893	8043	7455	6340	7207	9014
mthl15	42	58	55	48	88	49	15	7	13	12	7	4
me31B	1623	1982	1835	1595	2787	1984	1639	1577	1548	1433	1517	1834
chico	380	373	352	294	606	436	345	303	395	329	382	371
asRNA:CR44995	0	0	1	0	1	0	0	0	1	0	0	0
bsk	779	787	718	722	1211	808	600	693	565	551	631	846
CG31717	210	222	232	278	402	272	245	307	242	281	321	316
Ror	30	27	27	19	48	22	0	0	9	0	0	0
CG5676	518	550	577	574	853	537	241	289	258	410	490	549
Pten	245	274	265	234	503	332	175	185	237	161	141	212
Rsf1	237	284	222	220	392	262	119	105	125	148	166	138
REPTOR-BP	81	79	77	157	166	101	34	32	44	72	76	128
Mob3	167	167	168	169	250	179	253	208	195	139	153	178
CG4953	135	129	141	181	254	215	146	161	110	108	172	191
CG4957	271	267	242	284	470	340	436	450	274	389	356	460
Mulk	545	592	604	675	960	675	904	967	720	817	830	1018
trk	0	0	0	0	0	2	0	0	0	1	0	0
Utx	240	235	205	208	408	236	129	118	173	112	93	163
CG34043	270	300	223	327	378	288	1	0	0	0	0	0
Ufd4	1845	1855	1856	1294	3186	2186	1573	1427	1869	2598	2975	2779
Hand	34	27	41	40	61	29	0	0	0	0	0	0
CYLD	275	247	256	297	483	269	53	55	74	90	96	88
asRNA:CR44968	5	6	6	1	8	1	0	0	0	0	0	0
CG13138	0	0	0	1	0	0	4	4	5	0	4	2
nmd	786	787	796	864	1336	897	847	864	702	865	859	1001
CG5390	1580	1707	1691	1628	2420	1503	3896	3510	4451	1950	1836	1785
CG4968	423	409	402	432	672	453	377	346	356	328	415	450
Cdk5alpha	56	82	54	90	115	71	1	5	5	6	0	3
l(2)SH0834	225	232	249	254	423	289	282	324	243	248	268	301
Usp14	1383	1557	1452	1582	2621	1753	1971	1983	1541	2051	2563	3068
CG4972	1540	1576	1553	1388	2551	1639	1680	1729	1574	1342	1508	1658
CG5381	942	876	866	779	1413	897	653	566	683	723	575	742
CG4995	250	284	266	192	354	243	1387	1361	1290	735	705	669
RnrL	677	707	705	771	1281	934	484	551	607	985	1187	960
Schip1	27	24	31	36	56	25	2	3	5	0	0	0
CG5037	1182	1174	1185	1290	2168	1399	1292	1429	1012	1087	1285	1499
GATAd	227	290	242	199	417	252	66	75	113	115	78	102
SamDC	586	661	619	769	1259	873	2090	1691	1514	3190	3565	3691
CG31715	599	573	640	649	886	537	283	208	228	217	276	324
Sps2	490	500	564	531	890	586	735	762	714	465	483	682
CG5022	11	27	12	32	30	33	5	9	16	18	13	9
CG34367	3	2	2	1	3	1	0	0	0	0	0	0
CG5367	0	0	2	1	6	2	2	3	4	14	26	18
CG5045	654	602	595	685	1080	680	798	921	681	803	1043	1115
Cand1	606	741	750	676	1217	758	625	690	711	750	709	892
pim	17	16	12	12	26	16	0	0	5	5	0	1
lft	260	282	348	276	465	258	3	1	3	0	1	0
CG5056	106	113	103	143	183	139	85	86	88	91	121	117
rho-5	25	30	16	41	67	58	0	0	4	1	1	0
CG33303	2405	2634	2501	2653	4334	2679	2527	2587	2566	2489	2433	2196
dpr19	12	46	23	23	53	39	5	11	1	4	3	4
gny	138	141	158	143	286	147	138	130	146	92	146	124
CG5096	1156	1043	1142	1088	1815	1074	0	2	0	1	0	1
Cdk1	83	87	108	95	130	88	1	17	42	33	4	31
mRpS7	811	947	802	1016	1426	954	1340	1462	982	1137	1393	1471
da	355	401	405	268	621	405	218	220	180	146	163	198
asRNA:CR45789	5	1	4	0	2	1	1	5	0	4	0	4
Mdh1	6504	6567	6884	4252	5846	3933	15412	14492	12242	4716	5385	5506
Cnot4	1212	1288	1239	955	2068	1249	729	717	805	586	609	789
CG17768	0	0	0	0	0	0	0	0	0	0	0	0
LSm-4	0	0	0	0	0	0	0	0	0	0	0	0
Ir31a	0	1	0	0	2	1	0	0	0	4	0	0
RpS27A	25571	26066	27260	33583	45843	32150	32046	29803	30487	28442	34385	36369
Ip259	2059	2197	2171	2684	4159	2996	3170	3121	3404	2754	2794	3205
CG5355	1832	1906	1824	1852	3143	2177	1884	1935	1971	1457	1584	1884
Klp31E	142	161	187	122	272	144	93	75	123	119	162	178
RfC3	83	93	97	97	172	129	125	103	101	96	93	64
pie	9	18	25	13	13	16	1	2	10	2	4	1
Wdfy2	621	678	661	711	1192	779	453	482	442	482	638	594
SmB	490	531	412	530	831	586	648	612	508	413	717	727
KdelR	2623	2825	2927	2905	4588	2839	2756	2515	2402	1757	2138	2271
CG5188	162	165	196	199	324	174	270	286	228	293	239	346
Bug22	173	170	164	155	244	205	159	167	115	105	131	159
TfIIB	388	342	345	356	572	375	302	254	243	305	355	430
TBC1D16	23	28	39	28	49	36	1	0	4	1	8	0
holn1	109	128	143	166	209	145	98	82	129	93	100	137
STUB1	323	308	293	278	561	331	305	232	296	247	351	339
Nse4	62	45	39	47	87	57	14	17	34	21	33	22
lncRNA:CR45375	0	0	0	0	0	0	0	0	0	0	0	0
loh	288	245	283	294	495	344	8	7	13	6	8	12
ppk10	3	2	4	1	1	0	1	0	1	0	2	0
LManI	505	487	522	580	786	483	174	81	265	102	95	98
LManII	5935	4959	5836	6154	9227	5413	3904	3125	5166	2845	2451	2350
RluA-1	208	254	286	261	436	339	0	0	0	0	2	1
RluA-2	127	132	121	119	206	148	167	143	153	121	139	182
Grip75	105	80	99	82	130	89	20	20	53	46	40	36
CG7456	560	557	557	527	903	546	419	342	370	355	403	480
CG6144	136	171	120	107	211	134	154	148	152	139	172	182
CG13144	1	0	2	2	1	2	0	0	0	0	0	0
Myo31DF	1335	1032	1191	1416	2370	1336	71	72	141	123	87	87
asRNA:CR44224	0	1	0	0	0	0	0	0	0	0	0	0
CG6094	325	384	295	369	595	406	529	603	337	536	488	692
CG7384	0	0	2	2	0	1	4	0	0	6	0	2
Fatp1	1038	653	771	1383	1814	1136	256	219	231	262	277	308
Lrr47	38	40	53	48	88	57	29	44	36	24	38	44
Lip4	158	357	202	156	185	507	612	222	368	69	186	255
CG18301	0	0	0	0	0	0	4	2	2	0	0	0
CG18302	0	3	0	3	1	1	4	0	6	0	0	2
lncRNA:CR44618	0	0	0	0	0	0	0	0	0	0	0	0
Trim9	48	58	38	37	82	32	1	0	0	5	0	0
CG6138	0	0	0	0	0	0	0	0	0	0	0	0
w-cup	0	0	0	0	0	0	0	0	0	0	0	0
CG34160	0	0	0	0	0	0	0	0	0	0	0	0
CG34161	0	0	0	0	0	0	0	0	0	0	0	0
CG7329	3	3	7	5	7	7	0	0	0	0	0	0
lncRNA:CR45351	0	0	0	0	0	0	0	0	0	0	0	0
CG31872	0	0	0	0	0	0	0	0	0	0	0	0
CG18284	0	0	0	0	0	0	0	0	0	0	0	0
CG17097	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44580	0	0	0	0	0	0	0	0	0	0	0	0
CG17098	4	1	6	3	11	0	0	0	7	0	0	0
lncRNA:CR45692	0	0	0	0	0	0	0	0	0	0	0	0
CG45690	0	0	0	0	0	0	0	0	0	0	0	0
CG31871	30	29	21	8	18	19	0	2	0	0	0	3
CG17104	194	218	137	48	71	95	0	0	20	2	0	0
lncRNA:CR44180	0	0	0	0	0	0	0	0	0	0	0	0
CG17105	2	0	0	0	0	0	0	0	0	0	0	0
CG17107	140	95	137	459	491	600	0	0	0	0	0	0
CG7299	18988	14668	25021	13917	29485	16879	18	21	128	7	11	37
CG7296	3289	3089	5034	4471	6777	4494	1	7	24	4	0	11
CG7294	154	233	185	160	277	234	0	0	0	0	0	0
CG17108	177	224	145	146	465	294	11	2	2	13	4	5
CG7300	397	370	819	159	343	133	0	0	1	0	0	0
asRNA:CR44181	8	16	5	15	10	9	0	0	0	0	0	4
Lip1	240	435	102	28	43	23	2	2	1	7	0	4
Lip2	11	18	19	22	40	23	41	42	59	39	63	76
CG6415	2726	3597	3018	2934	4534	3007	14091	13740	12420	7104	8035	9271
lncRNA:CR44407	0	0	0	0	0	0	0	0	0	0	0	0
CG6431	0	5	5	0	0	0	0	0	0	0	0	0
CG6443	89	100	119	110	235	106	62	91	74	121	93	79
CG17118	0	1	4	2	1	0	0	2	0	0	0	0
EMC3	642	699	643	774	1258	746	823	752	659	693	893	899
Dpy-30L1	134	133	127	129	210	148	100	106	79	92	99	153
Nup107	450	549	508	606	963	693	764	766	545	498	649	820
Vha16-5	0	0	1	0	0	2	0	0	0	0	0	1
CG12299	84	104	108	78	186	101	27	26	62	116	109	132
CG6729	145	151	127	171	276	193	123	142	145	205	221	236
mir-4970	0	0	0	0	0	0	0	0	0	0	2	1
CG17124	288	274	292	381	587	341	5	9	26	33	53	106
mir-9378	0	0	0	0	0	0	0	0	0	0	0	0
CG6495	22	37	30	49	57	40	0	0	0	0	0	0
Ubc2	488	545	500	469	836	539	518	481	530	524	553	757
CG6724	545	569	496	537	932	697	888	1033	772	795	887	960
CG17127	180	185	88	0	0	4	0	0	1	0	0	0
CG31869	46	52	56	27	92	63	2	1	1	0	1	5
lncRNA:CR44582	0	0	0	0	1	0	0	0	0	0	0	0
CG31870	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44581	0	0	0	0	2	0	0	0	0	0	0	0
Nos	12	21	14	19	44	47	1	1	2	0	1	1
CG6508	0	0	1	0	0	0	0	0	0	0	0	0
CG17134	3176	3464	3677	5342	9646	4838	110	64	15	11	105	1838
CG6700	661	709	605	479	1180	732	290	330	410	493	393	424
mir-4987	0	0	0	0	0	0	0	0	0	0	0	0
CG17140	0	0	0	0	0	0	0	0	0	0	0	0
CG17139	0	0	0	0	0	0	0	0	0	0	0	0
Porin2	13	7	10	24	18	13	11	30	27	12	10	16
porin	22420	22639	24047	27396	42796	28252	29333	30315	24873	28533	36041	39865
SmydA-3	89	118	93	124	157	139	8	9	2	5	25	21
Dnz1	168	175	166	173	284	200	83	105	103	103	127	97
aurB	30	35	36	48	96	46	0	5	18	8	3	7
Stam	369	372	409	402	693	443	200	236	276	326	357	464
lncRNA:CR43807	0	0	0	0	0	0	0	0	0	0	0	0
CG12517	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45453	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45454	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44490	0	0	0	0	0	0	0	0	0	0	0	0
CG14071	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44491	0	0	0	0	0	0	0	0	0	0	0	0
CG14070	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45724	0	0	0	0	0	0	0	0	0	0	0	0
CG7309	0	0	0	0	0	0	0	0	0	0	0	0
CG14069	0	0	0	0	0	0	0	0	0	0	0	0
dpr2	9	11	9	10	19	5	0	1	0	0	0	0
CG14072	10	7	13	8	18	11	0	9	23	54	1	20
lncRNA:CR44492	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44493	0	0	0	5	2	3	0	0	0	0	0	0
CG33129	5166	5714	5475	4459	7995	4920	11086	11577	11021	8267	8811	9724
YL-1	155	169	131	148	273	159	175	163	132	128	154	178
CG16743	451	511	374	566	756	543	1760	1735	1443	1804	1470	1737
abo	100	105	122	121	248	145	79	70	121	80	93	101
ATPsynG	4312	4073	4410	5732	8135	5306	5253	5335	4110	5078	6524	6389
SCAR	464	458	491	386	832	491	202	218	236	204	203	328
piwi	31	20	25	15	42	23	0	44	127	217	0	47
CG12253	27	35	23	34	45	28	3	2	13	15	5	12
TTLL4A	519	512	442	403	824	641	575	643	733	528	643	719
aub	55	16	39	45	96	33	5	15	122	36	6	9
lectin-33A	11	6	10	20	48	24	4	6	2	0	0	4
RpL9	17925	17310	18479	23077	32699	22528	24189	24508	21090	23959	26369	29020
Nup154	675	755	711	553	1236	893	787	827	875	646	901	914
Art8	203	199	211	233	402	283	349	329	254	239	419	389
asRNA:CR45778	2	1	3	3	7	1	2	0	0	4	0	2
dUTPase	431	479	508	522	855	591	405	445	378	267	439	520
Samuel	209	230	215	197	412	279	128	171	136	127	95	122
Acp32CD	0	0	0	0	0	0	0	0	0	0	0	0
CG14913	0	0	0	0	0	0	0	0	0	0	0	0
CG18666	0	0	1	0	0	0	0	0	0	0	0	0
asRNA:CR46264	0	0	0	0	0	0	0	0	0	0	0	0
CG14915	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45725	0	0	0	0	0	0	0	0	0	0	0	0
CG43725	0	0	0	0	0	0	0	0	0	0	0	0
AstC	115	124	99	139	200	115	0	0	0	0	0	0
AstCC	4	8	6	1	20	3	0	0	0	0	0	0
CG16854	5	4	6	3	4	5	0	0	0	0	0	0
Wdr59	117	126	123	116	220	161	161	171	168	149	182	193
Ge-1	1013	1037	969	784	1653	1131	885	746	994	620	924	871
Reps	498	508	510	359	769	525	364	405	408	284	341	426
l(2)gd1	270	286	241	269	472	312	132	102	169	195	183	237
CG6201	27	34	35	34	60	62	81	71	80	76	64	106
Gr32a	1	1	0	0	1	0	0	0	0	2	0	1
CG6230	1584	1675	1581	1207	2660	1556	1515	1452	1524	1306	1370	1608
CG14921	2	3	1	1	0	4	0	0	0	0	5	0
Csl4	124	193	152	175	285	213	260	277	212	205	331	224
Nup160	535	605	496	413	1008	666	663	682	785	683	842	868
RfC38	190	187	165	234	304	244	243	233	169	225	345	382
CG4751	224	241	213	182	418	229	61	83	137	81	64	109
hgo	358	258	469	381	661	605	0	0	3	0	0	1
Gyc32E	7	9	5	4	5	10	0	0	0	2	0	0
CG31867	0	0	0	0	0	0	0	0	0	0	0	0
CG6287	2435	2288	2396	2152	3594	2440	6917	7436	5763	3486	2583	3110
Ca-beta	259	300	199	144	375	287	1	0	3	0	0	1
Vm32E	0	0	0	0	0	0	0	0	0	0	0	0
CG4788	46	62	67	54	112	48	24	41	24	29	40	34
lncRNA:CR43859	15	5	13	3	10	3	0	0	0	0	0	0
ab	817	739	886	510	1337	866	1	4	8	0	5	6
snoRNA:Me18S-G642	0	0	0	0	0	0	0	0	0	0	0	0
cmet	71	117	82	54	107	74	2	8	45	34	2	3
cana	553	516	504	370	1031	641	18	11	34	22	11	14
CG33695	100	92	84	122	155	102	73	86	79	59	98	113
asRNA:CR44182	0	0	0	0	0	0	0	0	0	0	0	1
Ppt2	158	141	148	192	256	171	166	162	180	156	166	198
mre11	120	110	155	165	330	195	87	100	104	92	160	182
Osi21	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR43409	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR43721	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44583	0	0	0	0	0	1	0	0	0	0	0	0
lncRNA:CR44584	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44585	0	0	0	0	0	0	0	0	0	0	0	0
CG14926	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44586	0	0	0	0	0	0	0	0	0	0	0	0
salr	129	124	98	67	198	95	0	0	0	0	0	0
lncRNA:CR43681	0	0	0	0	1	0	0	0	0	0	0	0
salm	89	129	108	86	226	147	0	0	0	1	0	0
CG43355	0	0	1	2	0	3	1	1	5	0	1	2
sala	0	0	0	0	0	0	0	0	0	0	0	0
CG6488	151	182	162	196	297	159	69	87	86	126	106	107
spz4	114	208	138	5	11	8	0	0	0	0	0	0
Dlg5	650	597	642	423	1118	632	233	205	231	271	260	267
CG4970	43	30	28	22	84	38	206	127	105	199	189	311
CG14929	0	0	0	0	0	0	2	0	3	0	0	0
CG14930	1	0	2	0	1	1	0	0	3	0	0	0
CG43153	108	130	118	332	285	303	328	268	276	423	245	321
CG31705	1316	1479	1149	1338	1962	1424	3930	3750	3195	4125	3492	3774
CG31706	27	33	17	39	65	36	0	0	0	0	0	0
CG34162	0	0	0	0	0	0	0	0	0	0	0	0
asRNA:CR42743	1	0	0	0	0	0	0	0	0	0	0	0
CG43438	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44494	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44495	0	0	0	0	0	0	0	0	0	0	0	0
kek2	33	65	32	24	50	37	0	5	0	2	0	0
Mst33A	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44496	0	0	0	0	0	0	0	0	0	0	0	0
Acp33A	0	0	0	0	0	0	0	0	0	0	0	0
spag4	0	0	0	0	0	0	0	0	0	0	0	0
CG6614	0	0	0	0	0	3	0	0	0	0	0	0
CG12307	0	0	1	0	0	0	0	0	0	0	0	0
CG4983	1	0	0	0	0	0	0	0	0	0	0	0
CG43167	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44497	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44479	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44480	0	0	0	0	0	0	0	0	0	0	0	0
CG44477	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44481	0	0	0	0	0	0	0	0	0	0	0	0
CG4988	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44143	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR44145	0	0	0	1	0	0	0	0	0	0	0	0
Vha100-5	1739	1545	1669	1767	2891	1822	5	0	0	5	0	2
asRNA:CR44144	0	0	0	0	0	0	0	0	0	0	0	0
CG42470	0	0	0	0	0	0	0	0	0	0	0	0
CG42471	0	0	0	0	0	0	0	0	0	0	0	0
Sfp33A1	0	0	0	0	0	0	0	0	0	0	0	0
CG14931	2	0	2	5	6	2	0	0	5	5	3	0
CG14932	11	4	14	23	25	9	0	0	26	3	0	4
Tsp33B	0	0	0	0	1	0	0	0	0	0	0	0
CG14937	9	4	6	11	14	8	0	0	8	1	0	3
crol	1311	1496	1345	954	2182	1450	613	541	717	633	488	633
snoRNA:Me18S-A934	0	0	0	0	0	1	0	0	0	1	0	0
CycY	701	766	720	643	1256	790	530	526	508	507	510	520
Pde1c	200	201	181	149	314	240	9	9	3	3	27	8
esc	69	86	51	85	117	94	46	58	88	62	153	103
CG45011	0	0	0	0	0	0	0	0	0	0	0	0
CG45012	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45013	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR45014	1	1	0	0	0	0	0	0	0	0	0	0
Sfp33A4	0	0	0	0	0	0	0	0	0	0	0	0
Sfp33A2	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR43937	0	0	0	0	0	0	0	0	0	0	0	0
Sfp33A3	0	0	0	0	0	0	0	0	0	0	0	0
asRNA:CR43936	9	0	3	1	4	4	0	0	0	1	4	0
CG31704	75	52	62	53	155	50	4	0	1	0	4	5
CG44008	882	840	989	1292	2009	1174	192	118	116	445	656	564
CG46426	0	0	0	0	0	0	0	0	0	0	0	0
CG14933	0	0	0	0	0	0	0	0	0	0	0	0
CG42486	6	9	7	8	20	15	7	7	5	4	14	13
Mal-B1	41	76	38	45	47	34	0	0	0	0	0	0
Mal-B2	172	177	196	280	349	258	266	304	350	410	444	505
CG42751	8	4	6	10	12	4	0	5	3	4	5	5
Or33a	0	0	0	0	0	0	0	0	0	0	0	0
Or33b	0	0	0	0	0	0	0	0	0	0	0	2
Or33c	0	0	0	0	0	0	0	0	0	0	0	0
Crys	0	0	0	0	0	0	0	0	0	0	0	0
CG16964	0	0	0	0	0	0	0	0	0	0	0	0
lncRNA:CR43314	1	4	3	9	13	9	0	0	0	0	0	0
bft	0	0	0	0	0	0	0	0	0	0	0	0
CG16965	37	18	45	12	20	16	4	0	0	0	0	0
CG6686	615	671	652	562	1106	750	685	626	595	720	1061	1125
CG34163	131	155	173	191	310	188	240	232	217	210	270	277
zuc	14	6	4	8	11	10	1	3	6	13	0	1
dgt2	58	67	74	81	124	84	27	40	55	30	70	55
escl	32	39	29	31	78	37	13	12	7	12	16	24
Ada1-2	12	14	10	18	26	12	6	4	5	5	8	25
CG18789	3	1	1	5	4	8	0	4	1	4	2	3
Qtzl	22	23	23	28	51	34	19	21	23	47	98	74
Ada1-1	2	1	3	2	5	1	0	0	2	0	0	1
CG18787	17	16	20	14	25	16	18	17	20	19	30	22
Nfs1	620	671	586	736	1227	782	905	942	804	1150	1819	1710
Hacd1	923	892	850	784	1240	774	1595	1537	1133	1090	1011	1445
